Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Master Merchants/Searching Failed/a_Merchants""))",Chrome 114.0.0.0,,,2023-07-05 11:08:13,2023-07-05 11:08:14,0.677s,PASSED
"setText(findTestObject(""Object Repository/Master Merchants/Searching Failed/input_Search_form-control form-control-sm""), ""Apple"")",Chrome 114.0.0.0,,,2023-07-05 11:08:14,2023-07-05 11:08:15,1.371s,PASSED
"sendKeys(findTestObject(""Object Repository/Master Merchants/Searching Failed/input_Search_form-control form-control-sm""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-07-05 11:08:15,2023-07-05 11:08:16,0.480s,PASSED
refresh(),Chrome 114.0.0.0,,,2023-07-05 11:08:16,2023-07-05 11:08:16,0.361s,PASSED
"setText(findTestObject(""Object Repository/Master Merchants/Searching Failed/input_Search_form-control form-control-sm""), ""Ibox"")",Chrome 114.0.0.0,,,2023-07-05 11:08:16,2023-07-05 11:08:17,1.347s,PASSED
"sendKeys(findTestObject(""Object Repository/Master Merchants/Searching Failed/input_Search_form-control form-control-sm""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-07-05 11:08:17,2023-07-05 11:08:18,0.454s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-05 11:08:18,2023-07-05 11:08:18,0.670s,PASSED
,,,,,,,
Test Cases/Master Merchants/Searching Success,Chrome 114.0.0.0,,,2023-07-05 11:08:18,2023-07-05 11:08:31,12.601s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-05 11:08:19,2023-07-05 11:08:20,1.610s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-05 11:08:20,2023-07-05 11:08:20,0.015s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-05 11:08:20,2023-07-05 11:08:21,0.898s,PASSED
"setText(findTestObject(""Object Repository/Master Merchants/Searching Success/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-05 11:08:21,2023-07-05 11:08:22,0.885s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Merchants/Searching Success/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-05 11:08:22,2023-07-05 11:08:22,0.392s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Searching Success/button_Login""))",Chrome 114.0.0.0,,,2023-07-05 11:08:22,2023-07-05 11:08:23,0.500s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Searching Success/a_Master""))",Chrome 114.0.0.0,,,2023-07-05 11:08:23,2023-07-05 11:08:25,2.251s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Searching Success/a_Merchants""))",Chrome 114.0.0.0,,,2023-07-05 11:08:25,2023-07-05 11:08:26,0.848s,PASSED
"getText(findTestObject(""Object Repository/Master Merchants/Searching Success/div_List Merchant BliCicil Admin as        _d762cc""))",Chrome 114.0.0.0,,,2023-07-05 11:08:26,2023-07-05 11:08:27,1.068s,PASSED
"setText(findTestObject(""Object Repository/Master Merchants/Searching Success/input_Search_form-control form-control-sm""), ""Trans"")",Chrome 114.0.0.0,,,2023-07-05 11:08:27,2023-07-05 11:08:28,0.675s,PASSED
"sendKeys(findTestObject(""Object Repository/Master Merchants/Searching Success/input_Search_form-control form-control-sm""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-07-05 11:08:28,2023-07-05 11:08:28,0.458s,PASSED
refresh(),Chrome 114.0.0.0,,,2023-07-05 11:08:28,2023-07-05 11:08:28,0.279s,PASSED
"setText(findTestObject(""Object Repository/Master Merchants/Searching Success/input_Search_form-control form-control-sm""), ""Pol"")",Chrome 114.0.0.0,,,2023-07-05 11:08:28,2023-07-05 11:08:30,1.371s,PASSED
"sendKeys(findTestObject(""Object Repository/Master Merchants/Searching Success/input_Search_form-control form-control-sm""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-07-05 11:08:30,2023-07-05 11:08:30,0.451s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-05 11:08:30,2023-07-05 11:08:31,0.692s,PASSED
